Image,Class,Confidence,BBox (xyxy),Status
dataset\train\images\Ketamine_22_jpg.rf.50ca6839cb253da009166a0cd574e2ed.jpg,Ketamine,0.26,"[74.6503677368164, 6.318731784820557, 273.0688781738281, 68.03556823730469]",
dataset\train\images\Ketamine_22_jpg.rf.50ca6839cb253da009166a0cd574e2ed.jpg,Ketamine,0.25,"[81.6454086303711, 6.534460544586182, 227.74703979492188, 83.6806869506836]",
dataset\train\images\Ketamine_22_jpg.rf.a6922dd63353447c3069b5ee81050a32.jpg,Ketamine,0.80,"[151.01742553710938, 19.1959228515625, 503.50396728515625, 341.01458740234375]",
dataset\train\images\Ketamine_22_jpg.rf.a6922dd63353447c3069b5ee81050a32.jpg,Ketamine,0.58,"[0.991503894329071, 9.51806640625, 174.86453247070312, 360.73095703125]",
dataset\train\images\Ketamine_22_jpg.rf.a6922dd63353447c3069b5ee81050a32.jpg,Ketamine,0.39,"[0.6442505121231079, 13.508984565734863, 144.27052307128906, 438.10009765625]",
dataset\train\images\Ketamine_22_jpg.rf.a6922dd63353447c3069b5ee81050a32.jpg,Ketamine,0.27,"[267.9463806152344, 24.2281494140625, 501.95733642578125, 305.0923767089844]",
dataset\train\images\Ketamine_22_jpg.rf.afa53e24be379c1bb27b7f755c00fa6a.jpg,Ketamine,0.89,"[100.1705551147461, 15.573755264282227, 314.9280700683594, 355.55828857421875]",
dataset\train\images\Ketamine_22_jpg.rf.afa53e24be379c1bb27b7f755c00fa6a.jpg,Ketamine,0.80,"[96.941650390625, 15.32470703125, 415.7593688964844, 359.5472106933594]",
dataset\train\images\Ketamine_22_jpg.rf.afa53e24be379c1bb27b7f755c00fa6a.jpg,Ketamine,0.46,"[4.144091606140137, 258.796630859375, 306.21014404296875, 508.82086181640625]",
dataset\train\images\Ketamine_22_jpg.rf.afa53e24be379c1bb27b7f755c00fa6a.jpg,Ketamine,0.38,"[205.637939453125, 373.501953125, 484.62725830078125, 512.0]",
dataset\train\images\Ketamine_22_jpg.rf.afa53e24be379c1bb27b7f755c00fa6a.jpg,Ketamine,0.25,"[356.84259033203125, 173.0007781982422, 503.26171875, 354.3050842285156]",
dataset\train\images\Ketamine_22_jpg.rf.afe1444db83b5c41ca104edd6760ce9f.jpg,Ketamine,0.92,"[128.3890838623047, 0.0, 341.8709716796875, 326.0724182128906]",
dataset\train\images\Ketamine_22_jpg.rf.afe1444db83b5c41ca104edd6760ce9f.jpg,Ketamine,0.31,"[118.2566909790039, 351.6943054199219, 432.4961853027344, 512.0]",
dataset\train\images\Ketamine_22_jpg.rf.afe1444db83b5c41ca104edd6760ce9f.jpg,Ketamine,0.29,"[0.732495129108429, 196.91390991210938, 131.76925659179688, 507.0132751464844]",
dataset\train\images\Ketamine_22_jpg.rf.afe1444db83b5c41ca104edd6760ce9f.jpg,Ketamine,0.26,"[2.6094727516174316, 240.2043914794922, 277.17987060546875, 508.30413818359375]",
dataset\train\images\Ketamine_22_jpg.rf.c145069e866b98d25d633570aaf44c9c.jpg,Ketamine,0.94,"[185.3076629638672, 117.16377258300781, 510.2229919433594, 416.6849670410156]",
dataset\train\images\Ketamine_22_jpg.rf.c145069e866b98d25d633570aaf44c9c.jpg,Ketamine,0.78,"[9.7113037109375, 194.54598999023438, 281.1268615722656, 492.67022705078125]",
dataset\train\images\Ketamine_22_jpg.rf.c145069e866b98d25d633570aaf44c9c.jpg,Ketamine,0.43,"[5.516821384429932, 86.48397064208984, 272.30218505859375, 486.8023376464844]",
dataset\train\images\Ketamine_22_jpg.rf.c145069e866b98d25d633570aaf44c9c.jpg,Ketamine,0.27,"[268.8174743652344, 124.82203674316406, 511.8701171875, 406.08099365234375]",
dataset\train\images\Ketamine_22_jpg.rf.f83dcb8d2ad72984ee6fba64cede89fe.jpg,Ketamine,0.81,"[16.7686767578125, 144.134765625, 340.8569030761719, 439.32647705078125]",
dataset\train\images\Ketamine_22_jpg.rf.f83dcb8d2ad72984ee6fba64cede89fe.jpg,Ketamine,0.55,"[254.92349243164062, 168.59873962402344, 512.0, 512.0]",
dataset\train\images\Ketamine_22_jpg.rf.f83dcb8d2ad72984ee6fba64cede89fe.jpg,Ketamine,0.53,"[332.1586608886719, 17.757335662841797, 505.4063415527344, 129.99993896484375]",
dataset\train\images\Ketamine_22_jpg.rf.f83dcb8d2ad72984ee6fba64cede89fe.jpg,Ketamine,0.40,"[365.13397216796875, 166.9678192138672, 512.0, 509.0763244628906]",
dataset\train\images\Ketamine_23_jpg.rf.a5df848b36be7cd505fb18f7808ac94b.jpg,Ketamine,0.91,"[130.2490692138672, 0.0, 355.48663330078125, 325.8548889160156]",
dataset\train\images\Ketamine_23_jpg.rf.a5df848b36be7cd505fb18f7808ac94b.jpg,Ketamine,0.33,"[97.00972747802734, 350.1340026855469, 435.24371337890625, 512.0]",
dataset\train\images\Ketamine_23_jpg.rf.a5df848b36be7cd505fb18f7808ac94b.jpg,Ketamine,0.32,"[2.487475633621216, 177.4638671875, 282.2577819824219, 511.4339294433594]",
dataset\train\images\Ketamine_2_jpg.rf.e80168cbe89cd010b59ed98f7949b51b.jpg,Ketamine,0.69,"[172.23487854003906, 1.460302710533142, 368.9344787597656, 230.34814453125]",
dataset\train\images\Ketamine_2_jpg.rf.e80168cbe89cd010b59ed98f7949b51b.jpg,Ketamine,0.61,"[93.89013671875, 0.0, 259.2421875, 269.4335021972656]",
dataset\train\images\Ketamine_2_jpg.rf.e80168cbe89cd010b59ed98f7949b51b.jpg,Ketamine,0.60,"[284.0221252441406, 0.0, 474.9806213378906, 185.48471069335938]",
dataset\train\images\Ketamine_2_jpg.rf.e80168cbe89cd010b59ed98f7949b51b.jpg,Ketamine,0.55,"[181.94912719726562, 232.40322875976562, 359.15802001953125, 501.28076171875]",
dataset\train\images\Ketamine_2_jpg.rf.e80168cbe89cd010b59ed98f7949b51b.jpg,Ketamine,0.50,"[263.59832763671875, 149.50180053710938, 463.2803649902344, 501.44091796875]",
dataset\train\images\Ketamine_2_jpg.rf.e80168cbe89cd010b59ed98f7949b51b.jpg,Ketamine,0.43,"[183.712646484375, 153.16943359375, 470.85009765625, 501.7583923339844]",
dataset\train\images\Ketamine_2_jpg.rf.e80168cbe89cd010b59ed98f7949b51b.jpg,Ketamine,0.40,"[299.702392578125, 0.0, 431.6022033691406, 172.3158416748047]",
dataset\train\images\Ketamine_2_jpg.rf.e80168cbe89cd010b59ed98f7949b51b.jpg,Ketamine,0.32,"[184.25332641601562, 238.42807006835938, 440.2222595214844, 507.5525817871094]",
dataset\train\images\Ketamine_3_jpg.rf.3894695d7cf71055041b06f8602286fc.jpg,Ketamine,0.73,"[209.0685577392578, 4.264599800109863, 497.03363037109375, 321.322509765625]",
dataset\train\images\Ketamine_3_jpg.rf.3894695d7cf71055041b06f8602286fc.jpg,Ketamine,0.33,"[2.064282178878784, 176.9128875732422, 326.4419860839844, 506.79229736328125]",
dataset\train\images\Ketamine_3_jpg.rf.3894695d7cf71055041b06f8602286fc.jpg,Ketamine,0.27,"[146.37997436523438, 343.00225830078125, 366.36309814453125, 499.93212890625]",
dataset\train\images\Ketamine_3_jpg.rf.3894695d7cf71055041b06f8602286fc.jpg,Ketamine,0.26,"[332.586669921875, 334.57037353515625, 501.2864685058594, 470.6609802246094]",
dataset\train\images\Ketamine_3_jpg.rf.3894695d7cf71055041b06f8602286fc.jpg,Ketamine,0.25,"[319.8977355957031, 197.0610809326172, 507.25341796875, 459.75897216796875]",
dataset\train\images\Ketamine_3_jpg.rf.5134564e0529ff28bd2a5276220ae930.jpg,Ketamine,0.53,"[309.52239990234375, 0.7654784917831421, 460.01947021484375, 271.1983642578125]",
dataset\train\images\Ketamine_3_jpg.rf.5134564e0529ff28bd2a5276220ae930.jpg,Ketamine,0.45,"[1.9744873046875, 150.86538696289062, 317.1775817871094, 500.962890625]",
dataset\train\images\Ketamine_3_jpg.rf.5134564e0529ff28bd2a5276220ae930.jpg,Ketamine,0.45,"[158.12176513671875, 1.801611304283142, 371.7676696777344, 224.7554168701172]",
dataset\train\images\Ketamine_3_jpg.rf.5134564e0529ff28bd2a5276220ae930.jpg,Ketamine,0.32,"[24.225317001342773, 0.07164306938648224, 173.60934448242188, 167.31829833984375]",
dataset\train\images\Ketamine_3_jpg.rf.5134564e0529ff28bd2a5276220ae930.jpg,Ketamine,0.28,"[27.411523818969727, 0.0, 234.2716522216797, 160.26046752929688]",
dataset\train\images\Ketamine_3_jpg.rf.5134564e0529ff28bd2a5276220ae930.jpg,Ketamine,0.27,"[2.2924437522888184, 109.2506332397461, 123.58048248291016, 280.7238464355469]",
dataset\train\images\Ketamine_3_jpg.rf.5e12bab1e0ba3982f58fc10d4fad58b9.jpg,Ketamine,0.69,"[1.9382812976837158, 104.740234375, 245.3179931640625, 357.6749572753906]",
dataset\train\images\Ketamine_3_jpg.rf.5e12bab1e0ba3982f58fc10d4fad58b9.jpg,Ketamine,0.62,"[212.175537109375, 158.77749633789062, 485.93304443359375, 506.8661193847656]",
dataset\train\images\Ketamine_3_jpg.rf.5e12bab1e0ba3982f58fc10d4fad58b9.jpg,Ketamine,0.42,"[215.6904754638672, 163.811767578125, 452.081298828125, 428.0414123535156]",
dataset\train\images\Ketamine_3_jpg.rf.5e12bab1e0ba3982f58fc10d4fad58b9.jpg,Ketamine,0.39,"[0.834228515625, 271.607666015625, 148.92239379882812, 483.188232421875]",
dataset\train\images\Ketamine_3_jpg.rf.5e12bab1e0ba3982f58fc10d4fad58b9.jpg,Ketamine,0.37,"[3.826220750808716, 118.3692855834961, 241.59033203125, 481.31463623046875]",
dataset\train\images\Ketamine_3_jpg.rf.5e12bab1e0ba3982f58fc10d4fad58b9.jpg,Ketamine,0.30,"[219.48574829101562, 164.5192108154297, 434.3912658691406, 365.4887390136719]",
dataset\train\images\Ketamine_3_jpg.rf.5e12bab1e0ba3982f58fc10d4fad58b9.jpg,Ketamine,0.28,"[260.81207275390625, 264.4398498535156, 490.1299743652344, 509.10272216796875]",
dataset\train\images\Ketamine_3_jpg.rf.5e12bab1e0ba3982f58fc10d4fad58b9.jpg,Ketamine,0.25,"[125.8798828125, 263.61669921875, 295.34423828125, 507.7491760253906]",
dataset\train\images\Ketamine_3_jpg.rf.67f5faa2748aec5e72234dc82332def4.jpg,Ketamine,0.71,"[172.9259033203125, 12.698461532592773, 365.0833740234375, 246.6162872314453]",
dataset\train\images\Ketamine_3_jpg.rf.67f5faa2748aec5e72234dc82332def4.jpg,Ketamine,0.50,"[54.335060119628906, 7.798144340515137, 238.3374786376953, 182.20826721191406]",
dataset\train\images\Ketamine_3_jpg.rf.67f5faa2748aec5e72234dc82332def4.jpg,Ketamine,0.46,"[4.036474704742432, 191.05477905273438, 309.3553466796875, 507.25335693359375]",
dataset\train\images\Ketamine_3_jpg.rf.67f5faa2748aec5e72234dc82332def4.jpg,Ketamine,0.26,"[287.1354064941406, 35.92656326293945, 443.5873107910156, 313.01666259765625]",
dataset\train\images\Ketamine_3_jpg.rf.731623b504d8353458b8bc2792aed15d.jpg,Ketamine,0.53,"[2.1278319358825684, 103.43379211425781, 246.54586791992188, 362.70831298828125]",
dataset\train\images\Ketamine_3_jpg.rf.731623b504d8353458b8bc2792aed15d.jpg,Ketamine,0.51,"[189.8227081298828, 114.37831115722656, 512.0, 473.8887634277344]",
dataset\train\images\Ketamine_3_jpg.rf.731623b504d8353458b8bc2792aed15d.jpg,Ketamine,0.50,"[1.4049561023712158, 309.115966796875, 180.76284790039062, 500.74139404296875]",
dataset\train\images\Ketamine_3_jpg.rf.731623b504d8353458b8bc2792aed15d.jpg,Ketamine,0.47,"[4.7423095703125, 120.8851547241211, 231.4139404296875, 483.1597595214844]",
dataset\train\images\Ketamine_3_jpg.rf.731623b504d8353458b8bc2792aed15d.jpg,Ketamine,0.39,"[219.751708984375, 118.4415054321289, 509.1610412597656, 380.1767578125]",
dataset\train\images\Ketamine_3_jpg.rf.731623b504d8353458b8bc2792aed15d.jpg,Ketamine,0.29,"[1.59075927734375, 246.4895477294922, 182.38790893554688, 480.5887756347656]",
dataset\train\images\Ketamine_3_jpg.rf.8a03541beacd9e18c5224efd4255f6f0.jpg,Ketamine,0.66,"[2.6083617210388184, 0.23476561903953552, 183.3937530517578, 320.2421875]",
dataset\train\images\Ketamine_3_jpg.rf.8a03541beacd9e18c5224efd4255f6f0.jpg,Ketamine,0.54,"[317.04449462890625, 30.301366806030273, 503.8274841308594, 267.02532958984375]",
dataset\train\images\Ketamine_3_jpg.rf.8a03541beacd9e18c5224efd4255f6f0.jpg,Ketamine,0.51,"[1.052880883216858, 206.4936065673828, 224.96426391601562, 504.1985778808594]",
dataset\train\images\Ketamine_3_jpg.rf.8a03541beacd9e18c5224efd4255f6f0.jpg,Ketamine,0.46,"[6.93450927734375, 3.911914110183716, 170.14788818359375, 230.2557373046875]",
dataset\train\images\Ketamine_3_jpg.rf.8a03541beacd9e18c5224efd4255f6f0.jpg,Ketamine,0.41,"[212.8974151611328, 199.59732055664062, 495.6617126464844, 356.51910400390625]",
dataset\train\images\Ketamine_3_jpg.rf.8a03541beacd9e18c5224efd4255f6f0.jpg,Ketamine,0.40,"[144.38702392578125, 7.221167087554932, 358.3793029785156, 255.87747192382812]",
dataset\train\images\Ketamine_3_jpg.rf.8a03541beacd9e18c5224efd4255f6f0.jpg,Ketamine,0.39,"[317.8553466796875, 28.202465057373047, 505.24481201171875, 190.7833709716797]",
dataset\train\images\Ketamine_3_jpg.rf.8a03541beacd9e18c5224efd4255f6f0.jpg,Ketamine,0.27,"[148.726318359375, 9.672826766967773, 506.093017578125, 345.4202880859375]",
dataset\train\images\Ketamine_3_jpg.rf.a42fd002ed8d2adb79cb001db634366d.jpg,Ketamine,0.69,"[116.44529724121094, 2.054638624191284, 317.69940185546875, 212.269775390625]",
dataset\train\images\Ketamine_3_jpg.rf.a42fd002ed8d2adb79cb001db634366d.jpg,Ketamine,0.54,"[262.5672912597656, 0.0, 409.384033203125, 261.95306396484375]",
dataset\train\images\Ketamine_3_jpg.rf.a42fd002ed8d2adb79cb001db634366d.jpg,Ketamine,0.45,"[1.218530297279358, 182.33334350585938, 318.7861022949219, 510.0450744628906]",
dataset\train\images\Ketamine_3_jpg.rf.a42fd002ed8d2adb79cb001db634366d.jpg,Ketamine,0.30,"[2.5334105491638184, 3.6394410133361816, 186.54612731933594, 197.06382751464844]",
dataset\train\images\Ketamine_3_jpg.rf.bbcfc66fe1b9954292513d6f86f140d9.jpg,Ketamine,0.67,"[203.28695678710938, 2.952099561691284, 392.973388671875, 236.27255249023438]",
dataset\train\images\Ketamine_3_jpg.rf.bbcfc66fe1b9954292513d6f86f140d9.jpg,Ketamine,0.67,"[330.4321594238281, 19.425878524780273, 510.16278076171875, 224.68203735351562]",
dataset\train\images\Ketamine_3_jpg.rf.bbcfc66fe1b9954292513d6f86f140d9.jpg,Ketamine,0.55,"[171.16854858398438, 190.49668884277344, 491.96533203125, 510.2509765625]",
dataset\train\images\Ketamine_3_jpg.rf.bbcfc66fe1b9954292513d6f86f140d9.jpg,Ketamine,0.38,"[192.2861328125, 6.2646484375, 503.54437255859375, 237.91098022460938]",
dataset\train\images\Ketamine_3_jpg.rf.bbcfc66fe1b9954292513d6f86f140d9.jpg,Ketamine,0.37,"[277.88446044921875, 186.6135711669922, 503.28643798828125, 508.7186584472656]",
dataset\train\images\Ketamine_3_jpg.rf.bbcfc66fe1b9954292513d6f86f140d9.jpg,Ketamine,0.29,"[174.73167419433594, 221.3689422607422, 332.77154541015625, 508.0440979003906]",
dataset\train\images\Ketamine_3_jpg.rf.bbcfc66fe1b9954292513d6f86f140d9.jpg,Ketamine,0.29,"[135.94754028320312, 1.2649414539337158, 306.5292053222656, 250.2998046875]",
dataset\train\images\Ketamine_3_jpg.rf.cb5541b12d52b4eb17acbc9baef94533.jpg,Ketamine,0.68,"[174.77488708496094, 1.622412085533142, 367.33526611328125, 219.99716186523438]",
dataset\train\images\Ketamine_3_jpg.rf.cb5541b12d52b4eb17acbc9baef94533.jpg,Ketamine,0.57,"[303.7259216308594, 0.02269287034869194, 472.2842712402344, 185.16490173339844]",
dataset\train\images\Ketamine_3_jpg.rf.cb5541b12d52b4eb17acbc9baef94533.jpg,Ketamine,0.47,"[80.94987487792969, 0.0, 255.6326904296875, 277.5643310546875]",
dataset\train\images\Ketamine_3_jpg.rf.cb5541b12d52b4eb17acbc9baef94533.jpg,Ketamine,0.45,"[171.20101928710938, 164.6396026611328, 467.3518981933594, 500.5423889160156]",
dataset\train\images\Ketamine_3_jpg.rf.cb5541b12d52b4eb17acbc9baef94533.jpg,Ketamine,0.40,"[185.19979858398438, 228.52001953125, 376.48565673828125, 504.06378173828125]",
dataset\train\images\Ketamine_3_jpg.rf.cb5541b12d52b4eb17acbc9baef94533.jpg,Ketamine,0.34,"[300.94384765625, 0.0, 430.54742431640625, 173.30569458007812]",
dataset\train\images\Ketamine_3_jpg.rf.cb5541b12d52b4eb17acbc9baef94533.jpg,Ketamine,0.28,"[74.2822265625, 0.05064697191119194, 189.0105438232422, 65.10389709472656]",
dataset\train\images\Ketamine_3_jpg.rf.cb5541b12d52b4eb17acbc9baef94533.jpg,Ketamine,0.28,"[270.3937072753906, 153.629638671875, 465.97235107421875, 499.33673095703125]",
dataset\train\images\Ketamine_3_jpg.rf.f0af0be736078e54d6585ebe93f3a9f0.jpg,Ketamine,0.70,"[228.1083526611328, 6.808007717132568, 500.82470703125, 297.88726806640625]",
dataset\train\images\Ketamine_3_jpg.rf.f0af0be736078e54d6585ebe93f3a9f0.jpg,Ketamine,0.68,"[8.181591987609863, 27.928905487060547, 185.08151245117188, 248.91659545898438]",
dataset\train\images\Ketamine_3_jpg.rf.f0af0be736078e54d6585ebe93f3a9f0.jpg,Ketamine,0.34,"[19.469482421875, 170.8661651611328, 284.1424560546875, 485.4898986816406]",
dataset\train\images\Ketamine_3_jpg.rf.f0af0be736078e54d6585ebe93f3a9f0.jpg,Ketamine,0.30,"[20.487279891967773, 156.87110900878906, 277.695556640625, 404.54705810546875]",
dataset\train\images\Ketamine_3_jpg.rf.f0af0be736078e54d6585ebe93f3a9f0.jpg,Ketamine,0.29,"[11.69500732421875, 24.106517791748047, 192.2250213623047, 344.299072265625]",
dataset\train\images\Ketamine_3_jpg.rf.f0af0be736078e54d6585ebe93f3a9f0.jpg,Ketamine,0.27,"[120.74574279785156, 5.642541408538818, 331.352783203125, 148.16744995117188]",
dataset\train\images\Ketamine_4_jpg.rf.16e8673d200a1f173aa2bfea2073b9bc.jpg,,,,No objects detected
dataset\train\images\Ketamine_4_jpg.rf.2ae1823721997db8c99d0d5a3756bacc.jpg,,,,No objects detected
dataset\train\images\Ketamine_4_jpg.rf.7069acdfce1d4b06373aac0f9c870a13.jpg,Ketamine,0.28,"[437.3255920410156, 412.7183532714844, 501.1488342285156, 504.16925048828125]",
dataset\train\images\Ketamine_4_jpg.rf.81aaca2f05872009b68e8335374d21c3.jpg,,,,No objects detected
dataset\train\images\Ketamine_4_jpg.rf.8bcb0b3887346064098916a3523633c1.jpg,,,,No objects detected
dataset\train\images\Ketamine_4_jpg.rf.95aed68c82d931a7e717f3a6951184eb.jpg,,,,No objects detected
dataset\train\images\Ketamine_4_jpg.rf.b200c7027c389c1b160f90c653106e4e.jpg,,,,No objects detected
dataset\train\images\Ketamine_4_jpg.rf.d324992cb0981e44906213c74e52ed5a.jpg,Ketamine,0.43,"[0.0, 0.945404052734375, 61.88457107543945, 102.14337921142578]",
dataset\train\images\Ketamine_4_jpg.rf.d7395092fe9d966ecf2e73ac1f3758cd.jpg,,,,No objects detected
dataset\train\images\Ketamine_4_jpg.rf.e137c437700e596cc7508ee717fca6ea.jpg,Ketamine,0.39,"[0.21484375, 34.01767349243164, 53.72446823120117, 106.6954574584961]",
dataset\train\images\Ketamine_5_jpg.rf.aeb2aa5897db8d2f982e475148ba1cd6.jpg,Ketamine,0.86,"[245.25936889648438, 23.197315216064453, 509.4712829589844, 312.62567138671875]",
dataset\train\images\Ketamine_5_jpg.rf.aeb2aa5897db8d2f982e475148ba1cd6.jpg,Ketamine,0.85,"[130.9091033935547, 183.70724487304688, 255.61190795898438, 510.58349609375]",
dataset\train\images\Ketamine_5_jpg.rf.aeb2aa5897db8d2f982e475148ba1cd6.jpg,Ketamine,0.64,"[255.7013702392578, 224.15127563476562, 371.8475036621094, 509.5668029785156]",
dataset\train\images\Ketamine_5_jpg.rf.aeb2aa5897db8d2f982e475148ba1cd6.jpg,Ketamine,0.56,"[254.59033203125, 229.0065460205078, 509.99395751953125, 459.57928466796875]",
dataset\train\images\Ketamine_6_jpg.rf.0e3333c73be8fb332c2b28d83f75f534.jpg,Ketamine,0.96,"[229.58139038085938, 318.62640380859375, 389.1127014160156, 509.359130859375]",
dataset\train\images\Ketamine_6_jpg.rf.0e3333c73be8fb332c2b28d83f75f534.jpg,Ketamine,0.92,"[241.5706024169922, 63.64976119995117, 416.47589111328125, 227.44400024414062]",
dataset\train\images\Ketamine_6_jpg.rf.0e3333c73be8fb332c2b28d83f75f534.jpg,Ketamine,0.92,"[74.65974426269531, 3.1313109397888184, 274.8490905761719, 170.4533233642578]",
dataset\train\images\Ketamine_6_jpg.rf.0e3333c73be8fb332c2b28d83f75f534.jpg,Ketamine,0.92,"[0.0, 268.521484375, 133.37631225585938, 455.1937561035156]",
dataset\train\images\Ketamine_6_jpg.rf.0e3333c73be8fb332c2b28d83f75f534.jpg,Ketamine,0.91,"[75.1771240234375, 328.5163879394531, 276.9027404785156, 511.44921875]",
dataset\train\images\Ketamine_6_jpg.rf.0e3333c73be8fb332c2b28d83f75f534.jpg,Ketamine,0.88,"[244.86685180664062, 157.3013153076172, 437.98834228515625, 365.89239501953125]",
dataset\train\images\Ketamine_6_jpg.rf.0e3333c73be8fb332c2b28d83f75f534.jpg,Ketamine,0.78,"[3.3505859375, 110.9894027709961, 297.1083068847656, 337.697021484375]",
dataset\train\images\Ketamine_6_jpg.rf.0e3333c73be8fb332c2b28d83f75f534.jpg,Ketamine,0.58,"[0.22910156846046448, 255.72891235351562, 150.168701171875, 498.1107482910156]",
dataset\train\images\Ketamine_6_jpg.rf.0e3333c73be8fb332c2b28d83f75f534.jpg,Ketamine,0.37,"[0.0, 392.5520935058594, 122.26780700683594, 511.878173828125]",
dataset\train\images\Ketamine_6_jpg.rf.0e3333c73be8fb332c2b28d83f75f534.jpg,Ketamine,0.29,"[245.21231079101562, 55.851707458496094, 423.2494201660156, 308.1669921875]",
dataset\train\images\Ketamine_6_jpg.rf.163e85604ca85e5f9a0dbe2d1df13e30.jpg,Ketamine,0.89,"[1.6400878429412842, 163.524169921875, 213.0468292236328, 355.58380126953125]",
dataset\train\images\Ketamine_6_jpg.rf.163e85604ca85e5f9a0dbe2d1df13e30.jpg,Ketamine,0.87,"[331.72991943359375, 215.8220672607422, 494.74609375, 436.9676818847656]",
dataset\train\images\Ketamine_6_jpg.rf.163e85604ca85e5f9a0dbe2d1df13e30.jpg,Ketamine,0.82,"[322.24371337890625, 82.0897216796875, 502.1884765625, 259.58892822265625]",
dataset\train\images\Ketamine_6_jpg.rf.163e85604ca85e5f9a0dbe2d1df13e30.jpg,Ketamine,0.79,"[3.216015577316284, 47.4482421875, 236.3842315673828, 217.42092895507812]",
dataset\train\images\Ketamine_6_jpg.rf.163e85604ca85e5f9a0dbe2d1df13e30.jpg,Ketamine,0.78,"[122.70245361328125, 178.350830078125, 385.61407470703125, 503.93389892578125]",
